date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:35:56	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2011%20Feb%202026%2014:35:47%20GMT	https://templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:57	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-155ec%22	https://templates.hibootstrap.com/cognizance/default/assets/js/jquery.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/jquery.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:58	80672/80672	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639dd8f-13b20%22	https://templates.hibootstrap.com/cognizance/default/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/bootstrap.bundle.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:59	17272/17272	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639e198-4378%22	https://templates.hibootstrap.com/cognizance/default/assets/js/parallax.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/parallax.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:00	89034/89034	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-15bca%22	https://templates.hibootstrap.com/cognizance/default/assets/js/mixitup.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/mixitup.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:00	85088/85088	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-14c60%22	https://templates.hibootstrap.com/cognizance/default/assets/js/datatables.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/datatables.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:01	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-ad36%22	https://templates.hibootstrap.com/cognizance/default/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/owl.carousel.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:02	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-4ef8%22	https://templates.hibootstrap.com/cognizance/default/assets/js/magnific-popup.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/magnific-popup.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:02	1831/1831	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-727%22	https://templates.hibootstrap.com/cognizance/default/assets/js/appear.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/appear.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:03	10263/10263	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-2817%22	https://templates.hibootstrap.com/cognizance/default/assets/js/odometer.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/odometer.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:04	43885/43885	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-ab6d%22	https://templates.hibootstrap.com/cognizance/default/assets/js/slick.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/slick.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:05	4170/4170	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-104a%22	https://templates.hibootstrap.com/cognizance/default/assets/js/meanmenu.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/meanmenu.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:05	8155/8155	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-1fdb%22	https://templates.hibootstrap.com/cognizance/default/assets/js/wow.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/wow.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:06	2936/2936	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-b78%22	https://templates.hibootstrap.com/cognizance/default/assets/js/nice-select.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/nice-select.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:07	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639de62-1e31%22	https://templates.hibootstrap.com/cognizance/default/assets/js/form-validator.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:07	2003/2003	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639dda3-7d3%22	https://templates.hibootstrap.com/cognizance/default/assets/js/contact-form-script.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/contact-form-script.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:08	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d779-94d%22	https://templates.hibootstrap.com/cognizance/default/assets/js/ajaxchimp.min.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/ajaxchimp.min.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:09	13522/13522	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639df86-34d2%22	https://templates.hibootstrap.com/cognizance/default/assets/js/main.js	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/js/main.js	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:36:10	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Feb%202026%2014:36:01%20GMT	https://templates.hibootstrap.com/cognizance/default/assets/css/owl.video.play.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/owl.video.play.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/owl.carousel.min.css)
19:36:11	11602/11602	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226639d779-2d52%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.eot	(from https://templates.hibootstrap.com/cognizance/default/assets/css/flaticon.css)
19:36:11	11602/11602	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226639d779-2d52%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticond41d.eot	(from https://templates.hibootstrap.com/cognizance/default/assets/css/flaticon.css)
19:36:12	5736/5736	---M--	200	added ('OK')	font/woff2	etag:%226639d779-1668%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.woff2	(from https://templates.hibootstrap.com/cognizance/default/assets/css/flaticon.css)
19:36:13	6872/6872	---M--	200	added ('OK')	font/woff	etag:%226639d779-1ad8%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.woff	(from https://templates.hibootstrap.com/cognizance/default/assets/css/flaticon.css)
19:36:14	11424/11424	---M--	200	added ('OK')	application/octet-stream	etag:%226639d779-2ca0%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.ttf	(from https://templates.hibootstrap.com/cognizance/default/assets/css/flaticon.css)
19:36:15	69146/69146	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226639d779-10e1a%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/Flaticon.svg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/flaticon.css)
19:36:16	389680/389680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226639d779-5f230%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.eot	(from https://templates.hibootstrap.com/cognizance/default/assets/css/boxicons.min.css)
19:36:17	114992/114992	---M--	200	added ('OK')	font/woff2	etag:%226639d779-1c130%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.woff2	(from https://templates.hibootstrap.com/cognizance/default/assets/css/boxicons.min.css)
19:36:18	308768/308768	---M--	200	added ('OK')	font/woff	etag:%226639d779-4b620%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.woff	(from https://templates.hibootstrap.com/cognizance/default/assets/css/boxicons.min.css)
19:36:18	308692/308692	---M--	200	added ('OK')	application/octet-stream	etag:%226639d779-4b5d4%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.ttf	(from https://templates.hibootstrap.com/cognizance/default/assets/css/boxicons.min.css)
19:36:19	201/201	---M--	200	added ('OK')	image/png	etag:%226639d779-c9%22	https://templates.hibootstrap.com/cognizance/default/assets/img/sort_both.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/sort_both.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css)
19:36:19	1194767/1194767	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226639d779-123b0f%22	https://templates.hibootstrap.com/cognizance/default/assets/fonts/boxicons.svg?	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/fonts/boxiconsd41d.svg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/boxicons.min.css)
19:36:20	160/160	---M--	200	added ('OK')	image/png	etag:%226639d779-a0%22	https://templates.hibootstrap.com/cognizance/default/assets/img/sort_asc.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/sort_asc.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css)
19:36:21	158/158	---M--	200	added ('OK')	image/png	etag:%226639d779-9e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/sort_desc.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/sort_desc.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css)
19:36:22	148/148	---M--	200	added ('OK')	image/png	etag:%226639d779-94%22	https://templates.hibootstrap.com/cognizance/default/assets/img/sort_asc_disabled.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/sort_asc_disabled.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css)
19:36:22	146/146	---M--	200	added ('OK')	image/png	etag:%226639d779-92%22	https://templates.hibootstrap.com/cognizance/default/assets/img/sort_desc_disabled.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/sort_desc_disabled.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css)
19:36:24	106723/106723	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1a0e3%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner1.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:25	123614/123614	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1e2de%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner2.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:25	122435/122435	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1de43%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner3.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner3.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:26	107785/107785	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1a509%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner6.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner6.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:27	111963/111963	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1b55b%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner7.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner7.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:27	30433/30433	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-76e1%22	https://templates.hibootstrap.com/cognizance/default/assets/img/banner-bg.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/banner-bg.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:29	96204/96204	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-177cc%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner4.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner4.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:29	130004/130004	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1fbd4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/main-banner5.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/main-banner5.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:30	36446/36446	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-8e5e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/cta-bg.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/cta-bg.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:31	78726/78726	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-13386%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-bg.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-bg.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:32	139426/139426	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-220a2%22	https://templates.hibootstrap.com/cognizance/default/assets/img/funfacts-bg.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/funfacts-bg.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:32	5258/5258	---M--	200	added ('OK')	image/png	etag:%226639d779-148a%22	https://templates.hibootstrap.com/cognizance/default/assets/img/funfacts-shape.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/funfacts-shape.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:33	24686/24686	---M--	200	added ('OK')	image/png	etag:%226639d779-606e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/funfacts-shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/funfacts-shape2.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:34	100698/100698	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1895a%22	https://templates.hibootstrap.com/cognizance/default/assets/img/emergency-contact-bg.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/emergency-contact-bg.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:34	76258/76258	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-129e2%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/img7.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/img7.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:35	63245/63245	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-f70d%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/img8.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/img8.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:36	66850/66850	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-10522%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/img5.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/img5.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:37	124405/124405	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1e5f5%22	https://templates.hibootstrap.com/cognizance/default/assets/img/coming-soon-bg.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/coming-soon-bg.jpg	(from https://templates.hibootstrap.com/cognizance/default/assets/css/style.css)
19:36:37	1058/1058	---M--	200	added ('OK')	image/png	etag:%226639d779-422%22	https://templates.hibootstrap.com/cognizance/default/assets/img/night.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/night.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/dark.css)
19:36:38	969/969	---M--	200	added ('OK')	image/png	etag:%226639d779-3c9%22	https://templates.hibootstrap.com/cognizance/default/assets/img/sunny.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/sunny.png	(from https://templates.hibootstrap.com/cognizance/default/assets/css/dark.css)
19:36:39	94202/94202	---M--	200	added ('OK')	image/png	etag:%226639d779-16ffa%22	https://templates.hibootstrap.com/cognizance/default/assets/img/banner-img4.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/banner-img4.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:40	56303/56303	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-dbef%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img4.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img4.jpg	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:41	69272/69272	---M--	200	added ('OK')	image/png	etag:%226639d779-10e98%22	https://templates.hibootstrap.com/cognizance/default/assets/img/circle-shape.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/circle-shape.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:41	4207/4207	---M--	200	added ('OK')	image/png	etag:%226639d779-106f%22	https://templates.hibootstrap.com/cognizance/default/assets/img/circle-shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/circle-shape2.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:42	5284/5284	---M--	200	added ('OK')	image/png	etag:%226639d779-14a4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon2.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:43	4287/4287	---M--	200	added ('OK')	image/png	etag:%226639d779-10bf%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon3.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon3.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:44	98287/98287	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-17fef%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img5.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img5.jpg	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:45	5140/5140	---M--	200	added ('OK')	image/png	etag:%226639d779-1414%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon4.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon4.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:45	99592/99592	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-18508%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img6.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img6.jpg	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:46	54479/54479	---M--	200	added ('OK')	image/png	etag:%226639d779-d4cf%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-shape1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-shape1.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:47	44960/44960	---M--	200	added ('OK')	image/png	etag:%226639d779-afa0%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-shape2.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:48	302585/302585	---M--	200	added ('OK')	image/png	etag:%226639d779-49df9%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:48	87747/87747	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-156c3%22	https://templates.hibootstrap.com/cognizance/default/assets/img/funfacts2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/funfacts2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:49	37944/37944	---M--	200	added ('OK')	image/png	etag:%226639d779-9438%22	https://templates.hibootstrap.com/cognizance/default/assets/img/map-shape.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/map-shape.png	(from https://templates.hibootstrap.com/cognizance/default/index-2.html)
19:36:50	9968/9968	---M--	200	added ('OK')	image/png	etag:%226639d779-26f0%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon5.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon5.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:50	5096/5096	---M--	200	added ('OK')	image/png	etag:%226639d779-13e8%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon6.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon6.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:51	3964/3964	---M--	200	added ('OK')	image/png	etag:%226639d779-f7c%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon7.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon7.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:52	3906/3906	---M--	200	added ('OK')	image/png	etag:%226639d779-f42%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon8.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon8.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:53	98233/98233	---M--	200	added ('OK')	image/png	etag:%226639d779-17fb9%22	https://templates.hibootstrap.com/cognizance/default/assets/img/banner-map.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/banner-map.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:53	5843/5843	---M--	200	added ('OK')	image/png	etag:%226639d779-16d3%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon1.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:54	6599/6599	---M--	200	added ('OK')	image/png	etag:%226639d779-19c7%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon2.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:54	7177/7177	---M--	200	added ('OK')	image/png	etag:%226639d779-1c09%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon3.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon3.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:55	86350/86350	---M--	200	added ('OK')	image/png	etag:%226639d779-1514e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-img2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-img2.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:56	6096/6096	---M--	200	added ('OK')	image/png	etag:%226639d779-17d0%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon4.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon4.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:57	6414/6414	---M--	200	added ('OK')	image/png	etag:%226639d779-190e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon5.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon5.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:57	6194/6194	---M--	200	added ('OK')	image/png	etag:%226639d779-1832%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon6.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-icon6.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:58	20196/20196	---M--	200	added ('OK')	image/png	etag:%226639d779-4ee4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-shape1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-shape1.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
19:36:59	20196/20196	---M--	200	added ('OK')	image/png	etag:%226639d779-4ee4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-shape2.png	(from https://templates.hibootstrap.com/cognizance/default/index-3.html)
